,ID Ticket,Fecha,ID Empleado,ID Agente,Categoría,Tipo,Severidad,Prioridad,Días Resolución,Satisfacción
5092,GWLTER-7343215386,2018-04-25,1738,43,Software,Solicitud,2 - Normal,1 - Baja,3,1
5093,GWLTER-7343279668,2018-06-28,426,36,Software,Solicitud,2 - Normal,1 - Baja,3,5
5094,GWLTER-7343396931,2018-10-23,1503,19,Software,Solicitud,2 - Normal,1 - Baja,13,5
5095,GWLTER-7543138577,2018-02-07,637,45,Software,Solicitud,2 - Normal,1 - Baja,5,5
5096,GWLTER-7543210221,2018-04-20,962,2,Software,Solicitud,2 - Normal,1 - Baja,5,5
5097,GWLTER-7543371537,2018-09-28,803,15,Hardware,Solicitud,2 - Normal,1 - Baja,15,5
5098,GWLTER-7643406347,2018-11-02,1044,3,Software,Solicitud,2 - Normal,1 - Baja,16,5
5099,GWLTER-7843181986,2018-03-22,1548,9,Software,Solicitud,2 - Normal,1 - Baja,8,5
5100,GWLTER-7843284813,2018-07-03,941,18,Hardware,Solicitud,2 - Normal,1 - Baja,12,5
5101,GWLTER-7843338834,2018-08-26,1953,38,Hardware,Solicitud,2 - Normal,1 - Baja,2,5
5102,GWLTER-7943380915,2018-10-07,1331,9,Software,Solicitud,2 - Normal,1 - Baja,9,5
5103,GWLTER-8043111147,2018-01-11,784,31,Hardware,Solicitud,2 - Normal,1 - Baja,10,5
5104,GWLTER-8243153561,2018-02-22,1126,45,Software,Solicitud,2 - Normal,1 - Baja,2,1
5105,GWLTER-8243384707,2018-10-11,460,47,Hardware,Solicitud,2 - Normal,1 - Baja,12,5
5106,GWLTER-8243411522,2018-11-07,1092,45,Software,Solicitud,4 - Crítico,1 - Baja,2,1
5107,GWLTER-8343380624,2018-10-07,1292,26,Software,Solicitud,2 - Normal,1 - Baja,13,1
5108,GWLTER-8343453272,2018-12-19,1527,12,Software,Solicitud,2 - Normal,1 - Baja,13,5
5109,GWLTER-8443373462,2018-09-30,1546,34,Software,Solicitud,2 - Normal,1 - Baja,4,5
5110,GWLTER-8443444589,2018-12-10,1688,45,Hardware,Solicitud,2 - Normal,1 - Baja,14,5
5111,GWLTER-8643316240,2018-08-04,624,32,Software,Solicitud,2 - Normal,1 - Baja,6,5
5112,GWLTER-8743222534,2018-05-02,1403,35,Software,Solicitud,2 - Normal,1 - Baja,7,5
5113,GWLTER-8743227647,2018-05-07,1904,16,Software,Solicitud,2 - Normal,1 - Baja,7,1
5114,GWLTER-8743386265,2018-10-13,1546,32,Software,Solicitud,2 - Normal,1 - Baja,7,5
5115,GWLTER-8843175959,2018-03-16,275,9,Software,Solicitud,4 - Crítico,1 - Baja,8,1
5116,GWLTER-8843418238,2018-11-14,1503,42,Software,Solicitud,2 - Normal,1 - Baja,8,5
5117,GWLTER-8943127893,2018-01-27,829,18,Software,Solicitud,2 - Normal,1 - Baja,9,5
5118,GWLTER-8943411781,2018-11-07,1978,47,Software,Solicitud,2 - Normal,1 - Baja,9,5
5119,GWLTER-9043135423,2018-02-04,22,4,Software,Solicitud,2 - Normal,1 - Baja,10,5
5120,GWLTER-9043212569,2018-04-22,106,45,Hardware,Solicitud,2 - Normal,1 - Baja,10,5
5121,GWLTER-9043276256,2018-06-25,1275,42,Software,Solicitud,2 - Normal,1 - Baja,10,5
5122,GWLTER-9043337180,2018-08-25,598,21,Hardware,Solicitud,2 - Normal,1 - Baja,10,5
5123,GWLTER-9343154781,2018-02-23,1448,37,Hardware,Solicitud,2 - Normal,1 - Baja,8,1
5124,GWLTER-9343259837,2018-06-08,963,48,Software,Solicitud,2 - Normal,1 - Baja,3,5
5125,GWLTER-9343377299,2018-10-04,409,12,Software,Solicitud,2 - Normal,1 - Baja,3,5
5126,GWLTER-9343423016,2018-11-19,691,10,Hardware,Solicitud,2 - Normal,1 - Baja,13,5
5127,GWLTER-9443195561,2018-04-05,1146,45,Software,Solicitud,2 - Normal,1 - Baja,4,5
5128,GWLTER-9643126481,2018-01-26,338,24,Hardware,Solicitud,2 - Normal,1 - Baja,7,5
5129,GWLTER-9643199586,2018-04-09,578,15,Hardware,Solicitud,2 - Normal,1 - Baja,16,5
5130,GWLTER-9743258644,2018-06-07,694,26,Hardware,Solicitud,2 - Normal,1 - Baja,7,1
5131,GWLTER-9743370905,2018-09-27,400,39,Hardware,Solicitud,2 - Normal,1 - Baja,5,5
5132,GWLTER-9743399877,2018-10-26,787,38,Software,Solicitud,2 - Normal,1 - Baja,7,5
5133,GWLTER-9843283827,2018-07-02,1872,18,Software,Solicitud,2 - Normal,1 - Baja,8,5
5134,GWLTER-9943281465,2018-06-30,1656,44,Software,Solicitud,2 - Normal,1 - Baja,9,5
5135,GWLTNR-0043107191,2018-01-07,1949,21,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5136,GWLTNR-0043119953,2018-01-19,1075,9,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,1
5137,GWLTNR-0043124276,2018-01-24,457,2,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5138,GWLTNR-0043142290,2018-02-11,1119,42,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5139,GWLTNR-0043233168,2018-05-13,1856,21,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5140,GWLTNR-0043233733,2018-05-13,1403,27,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5141,GWLTNR-0043258700,2018-06-07,680,27,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5142,GWLTNR-0043269580,2018-06-18,898,45,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5143,GWLTNR-0043297341,2018-07-16,1364,33,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5144,GWLTNR-0043336674,2018-08-24,1837,16,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5145,GWLTNR-0043375264,2018-10-02,1696,22,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5146,GWLTNR-0043385163,2018-10-12,1996,21,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5147,GWLTNR-0043397926,2018-10-24,1392,9,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,1
5148,GWLTNR-0043409359,2018-11-05,265,43,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5149,GWLTNR-0043412456,2018-11-08,945,34,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5150,GWLTNR-0043418113,2018-11-14,911,21,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5151,GWLTNR-0043461106,2018-12-27,680,1,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5152,GWLTNR-0043461672,2018-12-27,1387,16,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,1
5153,GWLTNR-0143105571,2018-01-05,1527,45,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5154,GWLTNR-0143223442,2018-05-03,1364,4,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5155,GWLTNR-0143255156,2018-06-04,45,41,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5156,GWLTNR-0143270909,2018-06-19,140,19,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5157,GWLTNR-0143312007,2018-07-31,840,20,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5158,GWLTNR-0143367988,2018-09-24,1178,9,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5159,GWLTNR-0143401520,2018-10-28,532,35,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5160,GWLTNR-0143446889,2018-12-12,738,48,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5161,GWLTNR-0243305097,2018-07-24,919,20,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,2,5
5162,GWLTNR-1043170723,2018-03-11,12,27,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5163,GWLTNR-1043200960,2018-04-10,1546,39,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5164,GWLTNR-1043286122,2018-07-05,962,41,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,1
5165,GWLTNR-1043289027,2018-07-08,1302,20,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5166,GWLTNR-1043323699,2018-08-11,1289,26,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5167,GWLTNR-1043341702,2018-08-29,270,17,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5168,GWLTNR-1043356173,2018-09-13,227,41,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,1
5169,GWLTNR-1043361681,2018-09-18,1338,36,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5170,GWLTNR-1043374300,2018-10-01,680,23,Acceso-&Login,Solicitud,4 - Crítico,1 - Baja,0,5
5171,GWLTNR-1043379938,2018-10-06,1083,39,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5172,GWLTNR-1043395197,2018-10-22,899,21,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5173,GWLTNR-1043407505,2018-11-03,1810,35,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5174,GWLTNR-1043428414,2018-11-24,721,24,Acceso-&Login,Solicitud,4 - Crítico,1 - Baja,0,5
5175,GWLTNR-1043446140,2018-12-12,1434,21,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5176,GWLTNR-1043446486,2018-12-12,948,44,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5177,GWLTNR-1143277362,2018-06-26,256,33,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5178,GWLTNR-1143373231,2018-09-30,1023,12,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5179,GWLTNR-2043115609,2018-01-15,500,16,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,1
5180,GWLTNR-2043130552,2018-01-30,1625,45,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,1
5181,GWLTNR-2043141527,2018-02-10,1942,15,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5182,GWLTNR-2043146565,2018-02-15,866,45,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,1
5183,GWLTNR-2043196563,2018-04-06,926,15,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5184,GWLTNR-2043227250,2018-05-07,1245,2,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5185,GWLTNR-2043235981,2018-05-15,1798,29,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5186,GWLTNR-2043267185,2018-06-16,1118,21,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5187,GWLTNR-2043270793,2018-06-19,1679,37,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5188,GWLTNR-2043334647,2018-08-22,924,26,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,1
5189,GWLTNR-2043342096,2018-08-30,149,40,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5190,GWLTNR-2043342219,2018-08-30,951,32,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5191,GWLTNR-2143198026,2018-04-08,22,20,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5192,GWLTNR-2143252653,2018-06-01,225,16,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5193,GWLTNR-2143272041,2018-06-21,674,40,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5194,GWLTNR-2143286591,2018-07-05,1199,5,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5195,GWLTNR-2143343877,2018-08-31,647,28,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5196,GWLTNR-2143427877,2018-11-23,1977,8,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5197,GWLTNR-3043125072,2018-01-25,297,10,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5198,GWLTNR-3043148472,2018-02-17,1007,34,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5199,GWLTNR-3043180499,2018-03-21,369,34,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5200,GWLTNR-3043193665,2018-04-03,1626,36,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5201,GWLTNR-3043209301,2018-04-19,750,23,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5202,GWLTNR-3043218770,2018-04-28,487,47,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,1
5203,GWLTNR-3043267953,2018-06-16,1705,49,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5204,GWLTNR-3043294525,2018-07-13,1892,15,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5205,GWLTNR-3043296834,2018-07-15,1313,18,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5206,GWLTNR-3043322441,2018-08-10,54,34,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5207,GWLTNR-3043322500,2018-08-10,320,45,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,1
5208,GWLTNR-3043324366,2018-08-12,336,23,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5209,GWLTNR-3043372484,2018-09-29,718,34,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5210,GWLTNR-3043392479,2018-10-19,1207,34,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5211,GWLTNR-3043410979,2018-11-06,1207,9,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5212,GWLTNR-3043438710,2018-12-04,111,27,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5213,GWLTNR-3143139937,2018-02-08,1383,49,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5214,GWLTNR-3143206283,2018-04-16,1458,42,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5215,GWLTNR-3143294694,2018-07-13,959,46,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5216,GWLTNR-3143441082,2018-12-07,1638,30,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,1
5217,GWLTNR-3243143815,2018-02-12,821,38,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,2,5
5218,GWLTNR-3243421648,2018-11-17,1224,16,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,2,1
5219,GWLTNR-3343409867,2018-11-05,1926,18,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,3,5
5220,GWLTNR-4043112074,2018-01-12,857,40,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5221,GWLTNR-4043134471,2018-02-03,1757,34,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5222,GWLTNR-4043135290,2018-02-04,1749,42,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5223,GWLTNR-4043135505,2018-02-04,270,35,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5224,GWLTNR-4043146438,2018-02-15,243,14,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5225,GWLTNR-4043148926,2018-02-17,1942,9,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5226,GWLTNR-4043159138,2018-02-28,1573,21,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5227,GWLTNR-4043172281,2018-03-13,348,42,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5228,GWLTNR-4043217715,2018-04-27,1161,27,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5229,GWLTNR-4043301982,2018-07-20,1878,19,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,1
5230,GWLTNR-4043326489,2018-08-14,1858,44,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5231,GWLTNR-4043377338,2018-10-04,1093,33,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,1
5232,GWLTNR-4043396244,2018-10-23,904,2,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5233,GWLTNR-4043405751,2018-11-01,555,47,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5234,GWLTNR-4043407831,2018-11-03,1703,38,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5235,GWLTNR-4043409267,2018-11-05,1136,12,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5236,GWLTNR-4043417640,2018-11-13,1904,6,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5237,GWLTNR-4043429716,2018-11-25,1451,27,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5238,GWLTNR-4043439093,2018-12-05,1089,10,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5239,GWLTNR-4143122840,2018-01-22,1904,28,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,1
5240,GWLTNR-4143129006,2018-01-29,1860,40,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5241,GWLTNR-4143179119,2018-03-20,101,11,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5242,GWLTNR-4143349289,2018-09-06,18,32,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5243,GWLTNR-4243184829,2018-03-25,1532,48,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,2,5
5244,GWLTNR-4243299207,2018-07-18,1850,12,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,2,5
5245,GWLTNR-4343413704,2018-11-09,1190,37,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,3,5
5246,GWLTNR-5043116076,2018-01-16,1497,40,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,1
5247,GWLTNR-5043125901,2018-01-25,470,29,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5248,GWLTNR-5043128269,2018-01-28,1626,32,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5249,GWLTNR-5043165255,2018-03-06,1505,2,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5250,GWLTNR-5043184246,2018-03-25,384,12,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5251,GWLTNR-5043248269,2018-05-28,446,12,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5252,GWLTNR-5043284985,2018-07-03,1798,29,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5253,GWLTNR-5043312034,2018-07-31,243,30,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,1
5254,GWLTNR-5043323642,2018-08-11,1524,6,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5255,GWLTNR-5043373527,2018-09-30,422,35,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5256,GWLTNR-5043395114,2018-10-22,1641,21,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5257,GWLTNR-5043417775,2018-11-13,1647,47,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5258,GWLTNR-5043426929,2018-11-22,742,29,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5259,GWLTNR-5043437954,2018-12-03,185,19,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5260,GWLTNR-5143401941,2018-10-28,1204,19,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,1
5261,GWLTNR-5143436079,2018-12-02,1417,30,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5262,GWLTNR-5143451770,2018-12-17,1507,7,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5263,GWLTNR-6043118748,2018-01-18,724,17,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5264,GWLTNR-6043163024,2018-03-04,1092,10,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5265,GWLTNR-6043179207,2018-03-20,1480,42,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5266,GWLTNR-6043185714,2018-03-26,771,27,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5267,GWLTNR-6043241758,2018-05-21,1795,47,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,1
5268,GWLTNR-6043241955,2018-05-21,165,29,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5269,GWLTNR-6043276714,2018-06-25,1671,17,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5270,GWLTNR-6043339177,2018-08-27,1527,21,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5271,GWLTNR-6043347562,2018-09-04,1546,15,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5272,GWLTNR-6043399565,2018-10-26,66,15,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5273,GWLTNR-6043449085,2018-12-15,808,30,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,1
5274,GWLTNR-6143144523,2018-02-13,912,5,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5275,GWLTNR-6143245530,2018-05-25,693,35,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5276,GWLTNR-6143266316,2018-06-15,1891,33,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5277,GWLTNR-6143365453,2018-09-22,1415,4,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5278,GWLTNR-6143411189,2018-11-07,738,1,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5279,GWLTNR-6143423794,2018-11-19,1029,37,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,1
5280,GWLTNR-6143463955,2018-12-29,1395,9,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5281,GWLTNR-6243295493,2018-07-14,629,44,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,2,5
5282,GWLTNR-6343294348,2018-07-13,1304,23,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,3,5
5283,GWLTNR-7043106143,2018-01-06,1304,11,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5284,GWLTNR-7043132252,2018-02-01,945,2,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5285,GWLTNR-7043134059,2018-02-03,285,20,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5286,GWLTNR-7043157479,2018-02-26,297,24,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5287,GWLTNR-7043228752,2018-05-08,1075,27,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5288,GWLTNR-7043249369,2018-05-29,866,23,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5289,GWLTNR-7043416193,2018-11-12,1469,11,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5290,GWLTNR-7043452207,2018-12-18,1620,12,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5291,GWLTNR-7143137490,2018-02-06,989,14,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5292,GWLTNR-7143238415,2018-05-18,1731,44,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5293,GWLTNR-7143299226,2018-07-18,1292,42,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5294,GWLTNR-7143370907,2018-09-27,1230,49,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5295,GWLTNR-8043106537,2018-01-06,1063,45,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5296,GWLTNR-8043106883,2018-01-06,648,8,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5297,GWLTNR-8043248431,2018-05-28,1813,44,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5298,GWLTNR-8043250060,2018-05-30,426,30,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,1
5299,GWLTNR-8043255859,2018-06-04,1735,48,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5300,GWLTNR-8043260879,2018-06-09,297,8,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5301,GWLTNR-8043322822,2018-08-10,142,8,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5302,GWLTNR-8043353810,2018-09-10,1281,8,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5303,GWLTNR-8043366561,2018-09-23,1196,15,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5304,GWLTNR-8143238455,2018-05-18,45,14,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,1
5305,GWLTNR-8143459751,2018-12-25,1825,37,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,1
5306,GWLTNR-9043101188,2018-01-01,318,11,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5307,GWLTNR-9043117431,2018-01-17,1703,34,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5308,GWLTNR-9043148298,2018-02-17,1259,42,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5309,GWLTNR-9043155877,2018-02-24,667,8,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5310,GWLTNR-9043156632,2018-02-25,1593,26,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,1
5311,GWLTNR-9043166471,2018-03-07,147,24,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5312,GWLTNR-9043206432,2018-04-16,1963,4,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5313,GWLTNR-9043308728,2018-07-27,892,27,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5314,GWLTNR-9043322380,2018-08-10,208,13,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5315,GWLTNR-9043328400,2018-08-16,320,24,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5316,GWLTNR-9043350246,2018-09-07,374,12,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5317,GWLTNR-9043381070,2018-10-08,1137,10,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5318,GWLTNR-9043416985,2018-11-12,208,9,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5319,GWLTNR-9043417860,2018-11-13,166,48,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5320,GWLTNR-9043425142,2018-11-21,734,21,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,5
5321,GWLTNR-9043456537,2018-12-22,933,45,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,0,1
5322,GWLTNR-9143120000,2018-01-20,1880,20,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5323,GWLTNR-9143151169,2018-02-20,1686,41,Acceso-&Login,Solicitud,4 - Crítico,1 - Baja,1,1
5324,GWLTNR-9143221933,2018-05-01,1083,9,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5325,GWLTNR-9143229745,2018-05-09,394,7,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5326,GWLTNR-9143402014,2018-10-29,1571,20,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5327,GWLTNR-9143413574,2018-11-09,147,15,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5328,GWLTNR-9143436573,2018-12-02,297,35,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,1,5
5329,GWLTNR-9243407870,2018-11-03,197,18,Acceso-&Login,Solicitud,2 - Normal,1 - Baja,2,5
