,ID Ticket,Fecha,Tipo,Categoría,ID Empleado,ID Agente,Severidad,Prioridad,Días Resolución,Satisfacción
4224,GHLTNR-3043963954,2020-05-12,Solicitud,Acceso/Login,1025,19,2 - Normal,3 - Alta,0,5
4225,GHLTNR-3043966242,2020-05-15,Solicitud,Acceso/Login,1254,32,2 - Normal,3 - Alta,0,1
4226,GHLTNR-3043967550,2020-05-16,Solicitud,Acceso/Login,825,35,2 - Normal,3 - Alta,0,5
4227,GHLTNR-3043983216,2020-06-01,Solicitud,Acceso/Login,61,42,2 - Normal,3 - Alta,0,5
4228,GHLTNR-3043992308,2020-06-10,Solicitud,Acceso/Login,1510,43,2 - Normal,3 - Alta,0,5
4229,GHLTNR-3043999565,2020-06-17,Solicitud,Acceso/Login,986,5,2 - Normal,3 - Alta,0,5
4230,GHLTNR-3044001826,2020-06-19,Solicitud,Acceso/Login,522,8,2 - Normal,3 - Alta,0,5
4231,GHLTNR-3044009703,2020-06-27,Solicitud,Acceso/Login,1640,47,2 - Normal,3 - Alta,0,5
4232,GHLTNR-3044015804,2020-07-03,Solicitud,Acceso/Login,110,48,2 - Normal,3 - Alta,0,5
4233,GHLTNR-3044020836,2020-07-08,Solicitud,Acceso/Login,1743,8,2 - Normal,3 - Alta,0,5
4234,GHLTNR-3044036132,2020-07-24,Solicitud,Acceso/Login,1883,21,2 - Normal,3 - Alta,0,5
4235,GHLTNR-3044041423,2020-07-29,Solicitud,Acceso/Login,582,34,2 - Normal,3 - Alta,0,5
4236,GHLTNR-3044042252,2020-07-30,Solicitud,Acceso/Login,1325,2,2 - Normal,3 - Alta,0,5
4237,GHLTNR-3044063660,2020-08-20,Solicitud,Acceso/Login,306,26,2 - Normal,3 - Alta,0,5
4238,GHLTNR-3044063921,2020-08-20,Solicitud,Acceso/Login,552,9,2 - Normal,3 - Alta,0,5
4239,GHLTNR-3044075853,2020-09-01,Solicitud,Acceso/Login,1105,38,2 - Normal,3 - Alta,0,5
4240,GHLTNR-3044082170,2020-09-08,Solicitud,Acceso/Login,1667,21,2 - Normal,3 - Alta,0,5
4241,GHLTNR-3044082796,2020-09-08,Solicitud,Acceso/Login,529,27,2 - Normal,3 - Alta,0,1
4242,GHLTNR-3044099785,2020-09-25,Solicitud,Acceso/Login,178,47,2 - Normal,3 - Alta,0,5
4243,GHLTNR-3044114232,2020-10-10,Solicitud,Acceso/Login,1263,2,2 - Normal,3 - Alta,0,5
4244,GHLTNR-3044123654,2020-10-19,Solicitud,Acceso/Login,915,16,2 - Normal,3 - Alta,0,5
4245,GHLTNR-3044139274,2020-11-04,Solicitud,Acceso/Login,1137,2,2 - Normal,3 - Alta,0,5
4246,GHLTNR-3044153067,2020-11-18,Solicitud,Acceso/Login,1206,40,2 - Normal,3 - Alta,0,5
4247,GHLTNR-3044162227,2020-11-27,Solicitud,Acceso/Login,922,42,2 - Normal,3 - Alta,0,5
4248,GHLTNR-3044165627,2020-11-30,Solicitud,Acceso/Login,1382,16,2 - Normal,3 - Alta,0,5
4249,GHLTNR-3044170896,2020-12-05,Solicitud,Acceso/Login,1639,38,2 - Normal,3 - Alta,0,5
4250,GHLTNR-3044183206,2020-12-18,Solicitud,Acceso/Login,740,32,2 - Normal,3 - Alta,0,5
4251,GHLTNR-3044189450,2020-12-24,Solicitud,Acceso/Login,835,24,2 - Normal,3 - Alta,0,5
4252,GHLTNR-3044192201,2020-12-27,Solicitud,Acceso/Login,1330,42,2 - Normal,3 - Alta,0,5
4253,GHLTNR-3044196035,2020-12-31,Solicitud,Acceso/Login,1353,20,2 - Normal,3 - Alta,0,5
4254,GHLTNR-3143855728,2020-01-25,Solicitud,Acceso/Login,1352,17,2 - Normal,3 - Alta,1,5
4255,GHLTNR-3143919126,2020-03-29,Solicitud,Acceso/Login,1862,1,2 - Normal,3 - Alta,1,5
4256,GHLTNR-3144059004,2020-08-16,Solicitud,Acceso/Login,1130,10,2 - Normal,3 - Alta,1,5
4257,GHLTNR-3144072227,2020-08-29,Solicitud,Acceso/Login,252,2,4 - Crítico,3 - Alta,1,5
4258,GHLTNR-3243920355,2020-03-30,Solicitud,Acceso/Login,1175,3,2 - Normal,3 - Alta,2,1
4259,GHLTNR-4043837307,2020-01-07,Solicitud,Acceso/Login,1210,3,2 - Normal,3 - Alta,0,1
4260,GHLTNR-4043838866,2020-01-08,Solicitud,Acceso/Login,1946,38,2 - Normal,3 - Alta,0,5
4261,GHLTNR-4043842802,2020-01-12,Solicitud,Acceso/Login,1720,48,4 - Crítico,3 - Alta,0,5
4262,GHLTNR-4043845896,2020-01-15,Solicitud,Acceso/Login,1479,38,2 - Normal,3 - Alta,0,5
4263,GHLTNR-4043861730,2020-01-31,Solicitud,Acceso/Login,443,47,2 - Normal,3 - Alta,0,5
4264,GHLTNR-4043883511,2020-02-22,Solicitud,Acceso/Login,321,5,2 - Normal,3 - Alta,0,5
4265,GHLTNR-4043890793,2020-02-29,Solicitud,Acceso/Login,1009,37,2 - Normal,3 - Alta,0,1
4266,GHLTNR-4043891177,2020-03-01,Solicitud,Acceso/Login,1997,1,2 - Normal,3 - Alta,0,5
4267,GHLTNR-4043908821,2020-03-18,Solicitud,Acceso/Login,1772,48,2 - Normal,3 - Alta,0,5
4268,GHLTNR-4043936427,2020-04-15,Solicitud,Acceso/Login,1062,34,2 - Normal,3 - Alta,0,5
4269,GHLTNR-4043944189,2020-04-23,Solicitud,Acceso/Login,1098,11,2 - Normal,3 - Alta,0,5
4270,GHLTNR-4043946039,2020-04-25,Solicitud,Acceso/Login,1863,30,2 - Normal,3 - Alta,0,1
4271,GHLTNR-4043960044,2020-05-09,Solicitud,Acceso/Login,1454,40,2 - Normal,3 - Alta,0,5
4272,GHLTNR-4043964781,2020-05-13,Solicitud,Acceso/Login,28,47,2 - Normal,3 - Alta,0,5
4273,GHLTNR-4043981604,2020-05-30,Solicitud,Acceso/Login,1960,26,2 - Normal,3 - Alta,0,5
4274,GHLTNR-4043987571,2020-06-05,Solicitud,Acceso/Login,767,45,2 - Normal,3 - Alta,0,5
4275,GHLTNR-4043988408,2020-06-06,Solicitud,Acceso/Login,1560,34,2 - Normal,3 - Alta,0,5
4276,GHLTNR-4043995597,2020-06-13,Solicitud,Acceso/Login,1239,35,2 - Normal,3 - Alta,0,5
4277,GHLTNR-4043996239,2020-06-14,Solicitud,Acceso/Login,1883,12,2 - Normal,3 - Alta,0,5
4278,GHLTNR-4043996330,2020-06-14,Solicitud,Acceso/Login,983,43,4 - Crítico,3 - Alta,0,5
4279,GHLTNR-4044000551,2020-06-18,Solicitud,Acceso/Login,1935,45,2 - Normal,3 - Alta,0,5
4280,GHLTNR-4044003266,2020-06-21,Solicitud,Acceso/Login,166,42,2 - Normal,3 - Alta,0,5
4281,GHLTNR-4044012159,2020-06-30,Solicitud,Acceso/Login,365,21,2 - Normal,3 - Alta,0,5
4282,GHLTNR-4044023668,2020-07-11,Solicitud,Acceso/Login,116,26,2 - Normal,3 - Alta,0,5
4283,GHLTNR-4044035332,2020-07-23,Solicitud,Acceso/Login,1183,33,2 - Normal,3 - Alta,0,5
4284,GHLTNR-4044045993,2020-08-02,Solicitud,Acceso/Login,1439,29,4 - Crítico,3 - Alta,0,5
4285,GHLTNR-4044050547,2020-08-07,Solicitud,Acceso/Login,1004,5,2 - Normal,3 - Alta,0,5
4286,GHLTNR-4044050744,2020-08-07,Solicitud,Acceso/Login,444,27,2 - Normal,3 - Alta,0,5
4287,GHLTNR-4044061871,2020-08-18,Solicitud,Acceso/Login,997,18,2 - Normal,3 - Alta,0,1
4288,GHLTNR-4044064733,2020-08-21,Solicitud,Acceso/Login,973,17,2 - Normal,3 - Alta,0,1
4289,GHLTNR-4044067339,2020-08-24,Solicitud,Acceso/Login,1373,3,2 - Normal,3 - Alta,0,5
4290,GHLTNR-4044080410,2020-09-06,Solicitud,Acceso/Login,1471,44,2 - Normal,3 - Alta,0,5
4291,GHLTNR-4044082709,2020-09-08,Solicitud,Acceso/Login,1130,47,2 - Normal,3 - Alta,0,5
4292,GHLTNR-4044082929,2020-09-08,Solicitud,Acceso/Login,462,29,2 - Normal,3 - Alta,0,5
4293,GHLTNR-4044090362,2020-09-16,Solicitud,Acceso/Login,116,43,2 - Normal,3 - Alta,0,5
4294,GHLTNR-4044098479,2020-09-24,Solicitud,Acceso/Login,1057,34,2 - Normal,3 - Alta,0,5
4295,GHLTNR-4044119830,2020-10-15,Solicitud,Acceso/Login,1373,8,2 - Normal,3 - Alta,0,1
4296,GHLTNR-4044127934,2020-10-23,Solicitud,Acceso/Login,1433,19,2 - Normal,3 - Alta,1,1
4297,GHLTNR-4044131128,2020-10-27,Solicitud,Acceso/Login,352,31,2 - Normal,3 - Alta,0,5
4298,GHLTNR-4044154833,2020-11-19,Solicitud,Acceso/Login,1133,38,2 - Normal,3 - Alta,0,5
4299,GHLTNR-4044172255,2020-12-07,Solicitud,Acceso/Login,1465,2,2 - Normal,3 - Alta,0,5
4300,GHLTNR-4044178043,2020-12-13,Solicitud,Acceso/Login,714,40,2 - Normal,3 - Alta,0,5
4301,GHLTNR-4143833250,2020-01-03,Solicitud,Acceso/Login,35,22,2 - Normal,3 - Alta,1,5
4302,GHLTNR-4144162511,2020-11-27,Solicitud,Acceso/Login,161,45,2 - Normal,3 - Alta,1,5
4303,GHLTNR-5043837768,2020-01-07,Solicitud,Acceso/Login,476,47,2 - Normal,3 - Alta,0,5
4304,GHLTNR-5043838171,2020-01-08,Solicitud,Acceso/Login,1087,31,2 - Normal,3 - Alta,0,5
4305,GHLTNR-5043852250,2020-01-22,Solicitud,Acceso/Login,1375,22,2 - Normal,3 - Alta,0,1
4306,GHLTNR-5043860491,2020-01-30,Solicitud,Acceso/Login,1569,14,2 - Normal,3 - Alta,0,5
4307,GHLTNR-5043874172,2020-02-13,Solicitud,Acceso/Login,1187,41,2 - Normal,3 - Alta,0,1
4308,GHLTNR-5043882700,2020-02-21,Solicitud,Acceso/Login,1380,27,2 - Normal,3 - Alta,0,5
4309,GHLTNR-5043911595,2020-03-21,Solicitud,Acceso/Login,1959,35,2 - Normal,3 - Alta,0,5
4310,GHLTNR-5043915461,2020-03-25,Solicitud,Acceso/Login,1416,44,2 - Normal,3 - Alta,0,5
4311,GHLTNR-5043918586,2020-03-28,Solicitud,Acceso/Login,908,15,2 - Normal,3 - Alta,0,5
4312,GHLTNR-5043921523,2020-03-31,Solicitud,Acceso/Login,1852,45,2 - Normal,3 - Alta,0,5
4313,GHLTNR-5043930140,2020-04-09,Solicitud,Acceso/Login,924,31,2 - Normal,3 - Alta,0,5
4314,GHLTNR-5043950023,2020-04-29,Solicitud,Acceso/Login,842,10,2 - Normal,3 - Alta,0,5
4315,GHLTNR-5043952437,2020-05-01,Solicitud,Acceso/Login,363,44,2 - Normal,3 - Alta,0,5
4316,GHLTNR-5043962138,2020-05-11,Solicitud,Acceso/Login,1743,21,2 - Normal,3 - Alta,0,5
4317,GHLTNR-5043963223,2020-05-12,Solicitud,Acceso/Login,1772,32,2 - Normal,3 - Alta,0,5
4318,GHLTNR-5043968574,2020-05-17,Solicitud,Acceso/Login,1087,5,2 - Normal,3 - Alta,0,5
4319,GHLTNR-5043985613,2020-06-03,Solicitud,Acceso/Login,201,16,2 - Normal,3 - Alta,0,5
4320,GHLTNR-5044000550,2020-06-18,Solicitud,Acceso/Login,1725,5,2 - Normal,3 - Alta,0,5
4321,GHLTNR-5044003095,2020-06-21,Solicitud,Acceso/Login,1969,20,2 - Normal,3 - Alta,0,5
4322,GHLTNR-5044004741,2020-06-22,Solicitud,Acceso/Login,1854,47,2 - Normal,3 - Alta,0,5
4323,GHLTNR-5044005807,2020-06-23,Solicitud,Acceso/Login,640,48,2 - Normal,3 - Alta,0,5
4324,GHLTNR-5044006197,2020-06-24,Solicitud,Acceso/Login,1629,21,2 - Normal,3 - Alta,0,5
4325,GHLTNR-5044023725,2020-07-11,Solicitud,Acceso/Login,1972,17,2 - Normal,3 - Alta,0,5
4326,GHLTNR-5044036379,2020-07-24,Solicitud,Acceso/Login,1377,43,2 - Normal,3 - Alta,0,5
4327,GHLTNR-5044048952,2020-08-05,Solicitud,Acceso/Login,905,29,2 - Normal,3 - Alta,0,5
4328,GHLTNR-5044060994,2020-08-17,Solicitud,Acceso/Login,859,29,2 - Normal,3 - Alta,0,5
4329,GHLTNR-5044065811,2020-08-22,Solicitud,Acceso/Login,1981,48,2 - Normal,3 - Alta,0,5
4330,GHLTNR-5044075430,2020-09-01,Solicitud,Acceso/Login,503,4,2 - Normal,3 - Alta,0,5
4331,GHLTNR-5044089962,2020-09-15,Solicitud,Acceso/Login,786,29,2 - Normal,3 - Alta,0,5
4332,GHLTNR-5044097330,2020-09-23,Solicitud,Acceso/Login,1613,33,2 - Normal,3 - Alta,0,5
4333,GHLTNR-5044106326,2020-10-02,Solicitud,Acceso/Login,1882,43,2 - Normal,3 - Alta,0,5
4334,GHLTNR-5044115223,2020-10-11,Solicitud,Acceso/Login,302,42,2 - Normal,3 - Alta,0,5
4335,GHLTNR-5044142500,2020-11-07,Solicitud,Acceso/Login,870,45,2 - Normal,3 - Alta,0,5
4336,GHLTNR-5044146050,2020-11-11,Solicitud,Acceso/Login,1955,30,2 - Normal,3 - Alta,0,5
4337,GHLTNR-5044154200,2020-11-19,Solicitud,Acceso/Login,1660,42,2 - Normal,3 - Alta,0,5
4338,GHLTNR-5044194489,2020-12-29,Solicitud,Acceso/Login,1048,34,2 - Normal,3 - Alta,0,5
4339,GHLTNR-5143957161,2020-05-06,Solicitud,Acceso/Login,306,21,2 - Normal,3 - Alta,1,5
4340,GHLTNR-6043832672,2020-01-02,Solicitud,Acceso/Login,1997,36,2 - Normal,3 - Alta,0,5
4341,GHLTNR-6043850399,2020-01-20,Solicitud,Acceso/Login,1389,43,2 - Normal,3 - Alta,0,5
4342,GHLTNR-6043855525,2020-01-25,Solicitud,Acceso/Login,1762,15,2 - Normal,3 - Alta,0,5
4343,GHLTNR-6043870559,2020-02-09,Solicitud,Acceso/Login,1175,35,2 - Normal,3 - Alta,0,5
4344,GHLTNR-6043878423,2020-02-17,Solicitud,Acceso/Login,1602,34,2 - Normal,3 - Alta,0,5
4345,GHLTNR-6043878523,2020-02-17,Solicitud,Acceso/Login,532,15,2 - Normal,3 - Alta,0,5
4346,GHLTNR-6043884474,2020-02-23,Solicitud,Acceso/Login,1637,34,2 - Normal,3 - Alta,0,5
4347,GHLTNR-6043899219,2020-03-09,Solicitud,Acceso/Login,1401,12,2 - Normal,3 - Alta,0,5
4348,GHLTNR-6043901338,2020-03-11,Solicitud,Acceso/Login,1803,33,2 - Normal,3 - Alta,0,5
4349,GHLTNR-6043936421,2020-04-15,Solicitud,Acceso/Login,1442,34,2 - Normal,3 - Alta,0,5
4350,GHLTNR-6043943516,2020-04-22,Solicitud,Acceso/Login,51,45,2 - Normal,3 - Alta,0,5
4351,GHLTNR-6043944526,2020-04-23,Solicitud,Acceso/Login,1272,35,2 - Normal,3 - Alta,0,5
4352,GHLTNR-6043957400,2020-05-06,Solicitud,Acceso/Login,810,4,2 - Normal,3 - Alta,0,5
4353,GHLTNR-6043961134,2020-05-10,Solicitud,Acceso/Login,1883,41,2 - Normal,3 - Alta,0,5
4354,GHLTNR-6043992430,2020-06-10,Solicitud,Acceso/Login,973,34,2 - Normal,3 - Alta,0,5
4355,GHLTNR-6043992590,2020-06-10,Solicitud,Acceso/Login,1379,5,2 - Normal,3 - Alta,0,5
4356,GHLTNR-6044005598,2020-06-23,Solicitud,Acceso/Login,1169,5,2 - Normal,3 - Alta,0,5
4357,GHLTNR-6044025263,2020-07-13,Solicitud,Acceso/Login,1726,12,2 - Normal,3 - Alta,0,5
4358,GHLTNR-6044037064,2020-07-25,Solicitud,Acceso/Login,256,40,2 - Normal,3 - Alta,0,5
4359,GHLTNR-6044041029,2020-07-29,Solicitud,Acceso/Login,1972,10,2 - Normal,3 - Alta,0,5
4360,GHLTNR-6044057950,2020-08-14,Solicitud,Acceso/Login,1715,49,2 - Normal,3 - Alta,0,5
4361,GHLTNR-6044057951,2020-08-14,Solicitud,Acceso/Login,1305,29,2 - Normal,3 - Alta,0,5
4362,GHLTNR-6044073159,2020-08-30,Solicitud,Acceso/Login,1185,31,2 - Normal,3 - Alta,0,5
4363,GHLTNR-6044081610,2020-09-07,Solicitud,Acceso/Login,1171,36,2 - Normal,3 - Alta,0,5
4364,GHLTNR-6044097300,2020-09-23,Solicitud,Acceso/Login,1030,33,2 - Normal,3 - Alta,0,5
4365,GHLTNR-6044109499,2020-10-05,Solicitud,Acceso/Login,1739,44,2 - Normal,3 - Alta,0,5
4366,GHLTNR-6044110732,2020-10-06,Solicitud,Acceso/Login,943,47,2 - Normal,3 - Alta,0,5
4367,GHLTNR-6044123833,2020-10-19,Solicitud,Acceso/Login,1133,18,2 - Normal,3 - Alta,0,5
4368,GHLTNR-6044125312,2020-10-21,Solicitud,Acceso/Login,261,23,2 - Normal,3 - Alta,0,5
4369,GHLTNR-6044172813,2020-12-07,Solicitud,Acceso/Login,241,8,2 - Normal,3 - Alta,0,5
4370,GHLTNR-6044182192,2020-12-17,Solicitud,Acceso/Login,819,11,2 - Normal,3 - Alta,0,5
4371,GHLTNR-6044196489,2020-12-31,Solicitud,Acceso/Login,28,14,2 - Normal,3 - Alta,0,5
4372,GHLTNR-6144001482,2020-06-19,Solicitud,Acceso/Login,1648,34,2 - Normal,3 - Alta,1,5
4373,GHLTNR-6144008110,2020-06-26,Solicitud,Acceso/Login,361,21,2 - Normal,3 - Alta,1,5
4374,GHLTNR-6243881428,2020-02-20,Solicitud,Acceso/Login,1272,4,2 - Normal,3 - Alta,2,5
4375,GHLTNR-6343843226,2020-01-13,Solicitud,Acceso/Login,352,22,2 - Normal,3 - Alta,3,5
4376,GHLTNR-7043834370,2020-01-04,Solicitud,Acceso/Login,1847,23,4 - Crítico,3 - Alta,0,5
4377,GHLTNR-7043837366,2020-01-07,Solicitud,Acceso/Login,576,23,2 - Normal,3 - Alta,0,5
4378,GHLTNR-7043851993,2020-01-21,Solicitud,Acceso/Login,1519,9,2 - Normal,3 - Alta,0,5
4379,GHLTNR-7043872652,2020-02-11,Solicitud,Acceso/Login,615,26,2 - Normal,3 - Alta,0,5
4380,GHLTNR-7043878197,2020-02-17,Solicitud,Acceso/Login,859,31,2 - Normal,3 - Alta,0,5
4381,GHLTNR-7043893856,2020-03-03,Solicitud,Acceso/Login,1305,18,2 - Normal,3 - Alta,0,5
4382,GHLTNR-7043894336,2020-03-04,Solicitud,Acceso/Login,1733,23,2 - Normal,3 - Alta,0,5
4383,GHLTNR-7043898078,2020-03-08,Solicitud,Acceso/Login,867,30,2 - Normal,3 - Alta,0,5
4384,GHLTNR-7043913984,2020-03-23,Solicitud,Acceso/Login,1408,29,2 - Normal,3 - Alta,0,5
4385,GHLTNR-7043927207,2020-04-06,Solicitud,Acceso/Login,1910,2,2 - Normal,3 - Alta,0,5
4386,GHLTNR-7043929354,2020-04-08,Solicitud,Acceso/Login,1175,23,2 - Normal,3 - Alta,0,5
4387,GHLTNR-7043930502,2020-04-09,Solicitud,Acceso/Login,580,5,2 - Normal,3 - Alta,0,5
4388,GHLTNR-7043931972,2020-04-10,Solicitud,Acceso/Login,1677,19,2 - Normal,3 - Alta,0,5
4389,GHLTNR-7043932498,2020-04-11,Solicitud,Acceso/Login,299,34,2 - Normal,3 - Alta,0,5
4390,GHLTNR-7043938504,2020-04-17,Solicitud,Acceso/Login,710,15,2 - Normal,3 - Alta,0,5
4391,GHLTNR-7043943097,2020-04-22,Solicitud,Acceso/Login,1789,20,2 - Normal,3 - Alta,0,5
4392,GHLTNR-7043946863,2020-04-25,Solicitud,Acceso/Login,1966,8,2 - Normal,3 - Alta,0,5
4393,GHLTNR-7043950478,2020-04-29,Solicitud,Acceso/Login,1717,4,2 - Normal,3 - Alta,0,5
4394,GHLTNR-7043952130,2020-05-01,Solicitud,Acceso/Login,1623,11,2 - Normal,3 - Alta,0,5
4395,GHLTNR-7043953666,2020-05-02,Solicitud,Acceso/Login,1496,16,2 - Normal,3 - Alta,0,5
4396,GHLTNR-7043960157,2020-05-09,Solicitud,Acceso/Login,1935,11,2 - Normal,3 - Alta,0,1
4397,GHLTNR-7043971524,2020-05-20,Solicitud,Acceso/Login,612,15,2 - Normal,3 - Alta,0,5
4398,GHLTNR-7043978424,2020-05-27,Solicitud,Acceso/Login,702,34,2 - Normal,3 - Alta,0,5
4399,GHLTNR-7043991612,2020-06-09,Solicitud,Acceso/Login,311,26,2 - Normal,3 - Alta,0,5
4400,GHLTNR-7044003733,2020-06-21,Solicitud,Acceso/Login,1613,47,2 - Normal,3 - Alta,0,5
4401,GHLTNR-7044013645,2020-07-01,Solicitud,Acceso/Login,94,16,2 - Normal,3 - Alta,0,5
4402,GHLTNR-7044015592,2020-07-03,Solicitud,Acceso/Login,1619,35,2 - Normal,3 - Alta,0,5
4403,GHLTNR-7044024020,2020-07-12,Solicitud,Acceso/Login,1132,10,2 - Normal,3 - Alta,0,5
4404,GHLTNR-7044026877,2020-07-14,Solicitud,Acceso/Login,467,18,2 - Normal,3 - Alta,0,5
4405,GHLTNR-7044031225,2020-07-19,Solicitud,Acceso/Login,1692,32,2 - Normal,3 - Alta,0,5
4406,GHLTNR-7044051863,2020-08-08,Solicitud,Acceso/Login,1846,48,2 - Normal,3 - Alta,0,5
4407,GHLTNR-7044065540,2020-08-22,Solicitud,Acceso/Login,1754,45,2 - Normal,3 - Alta,0,5
4408,GHLTNR-7044070741,2020-08-27,Solicitud,Acceso/Login,634,17,2 - Normal,3 - Alta,0,1
4409,GHLTNR-7044071001,2020-08-28,Solicitud,Acceso/Login,760,10,2 - Normal,3 - Alta,0,5
4410,GHLTNR-7044097598,2020-09-23,Solicitud,Acceso/Login,1629,45,2 - Normal,3 - Alta,0,5
4411,GHLTNR-7044108746,2020-10-04,Solicitud,Acceso/Login,1254,47,2 - Normal,3 - Alta,0,5
4412,GHLTNR-7044111343,2020-10-07,Solicitud,Acceso/Login,1014,3,2 - Normal,3 - Alta,0,5
4413,GHLTNR-7044114595,2020-10-10,Solicitud,Acceso/Login,1639,35,2 - Normal,3 - Alta,0,1
4414,GHLTNR-7044115739,2020-10-11,Solicitud,Acceso/Login,1373,17,2 - Normal,3 - Alta,0,1
4415,GHLTNR-7044123007,2020-10-19,Solicitud,Acceso/Login,130,40,2 - Normal,3 - Alta,0,5
4416,GHLTNR-7044124801,2020-10-20,Solicitud,Acceso/Login,1290,38,2 - Normal,3 - Alta,0,5
4417,GHLTNR-7044127579,2020-10-23,Solicitud,Acceso/Login,1027,5,2 - Normal,3 - Alta,0,1
4418,GHLTNR-7044127604,2020-10-23,Solicitud,Acceso/Login,1970,16,2 - Normal,3 - Alta,0,5
4419,GHLTNR-7044137056,2020-11-02,Solicitud,Acceso/Login,365,20,2 - Normal,3 - Alta,0,1
4420,GHLTNR-7044158725,2020-11-23,Solicitud,Acceso/Login,952,37,2 - Normal,3 - Alta,0,5
4421,GHLTNR-7044159710,2020-11-24,Solicitud,Acceso/Login,1921,27,2 - Normal,3 - Alta,0,5
4422,GHLTNR-7044178249,2020-12-13,Solicitud,Acceso/Login,1994,2,2 - Normal,3 - Alta,0,5
4423,GHLTNR-7044182175,2020-12-17,Solicitud,Acceso/Login,1307,11,4 - Crítico,3 - Alta,0,5
4424,GHLTNR-7144195331,2020-12-30,Solicitud,Acceso/Login,1263,33,2 - Normal,3 - Alta,1,5
4425,GHLTNR-8043834818,2020-01-04,Solicitud,Acceso/Login,221,8,2 - Normal,3 - Alta,0,5
4426,GHLTNR-8043838758,2020-01-08,Solicitud,Acceso/Login,145,17,2 - Normal,3 - Alta,0,5
4427,GHLTNR-8043842702,2020-01-12,Solicitud,Acceso/Login,810,17,2 - Normal,3 - Alta,0,5
4428,GHLTNR-8043843247,2020-01-13,Solicitud,Acceso/Login,544,42,2 - Normal,3 - Alta,0,5
4429,GHLTNR-8043869484,2020-02-08,Solicitud,Acceso/Login,1128,24,2 - Normal,3 - Alta,0,5
4430,GHLTNR-8043876117,2020-02-15,Solicitud,Acceso/Login,611,21,2 - Normal,3 - Alta,0,5
4431,GHLTNR-8043877196,2020-02-16,Solicitud,Acceso/Login,1619,21,2 - Normal,3 - Alta,0,5
4432,GHLTNR-8043884690,2020-02-23,Solicitud,Acceso/Login,49,36,2 - Normal,3 - Alta,0,5
4433,GHLTNR-8043891685,2020-03-01,Solicitud,Acceso/Login,1038,36,2 - Normal,3 - Alta,0,5
4434,GHLTNR-8043906246,2020-03-16,Solicitud,Acceso/Login,224,2,2 - Normal,3 - Alta,0,5
4435,GHLTNR-8043914408,2020-03-24,Solicitud,Acceso/Login,1790,34,2 - Normal,3 - Alta,0,5
4436,GHLTNR-8043936507,2020-04-15,Solicitud,Acceso/Login,1050,45,2 - Normal,3 - Alta,0,5
4437,GHLTNR-8043939065,2020-04-18,Solicitud,Acceso/Login,1676,10,2 - Normal,3 - Alta,0,5
4438,GHLTNR-8043943292,2020-04-22,Solicitud,Acceso/Login,669,22,2 - Normal,3 - Alta,0,1
4439,GHLTNR-8043948209,2020-04-27,Solicitud,Acceso/Login,1600,12,2 - Normal,3 - Alta,0,5
4440,GHLTNR-8043950715,2020-04-29,Solicitud,Acceso/Login,1181,17,2 - Normal,3 - Alta,0,5
4441,GHLTNR-8043959233,2020-05-08,Solicitud,Acceso/Login,903,32,2 - Normal,3 - Alta,0,5
4442,GHLTNR-8043972440,2020-05-21,Solicitud,Acceso/Login,1584,24,2 - Normal,3 - Alta,0,5
4443,GHLTNR-8043972929,2020-05-21,Solicitud,Acceso/Login,222,19,2 - Normal,3 - Alta,0,5
4444,GHLTNR-8043984609,2020-06-02,Solicitud,Acceso/Login,1790,26,2 - Normal,3 - Alta,0,5
4445,GHLTNR-8043995229,2020-06-13,Solicitud,Acceso/Login,662,42,2 - Normal,3 - Alta,0,5
4446,GHLTNR-8044035045,2020-07-23,Solicitud,Acceso/Login,844,30,2 - Normal,3 - Alta,0,1
4447,GHLTNR-8044036622,2020-07-24,Solicitud,Acceso/Login,532,16,2 - Normal,3 - Alta,0,5
4448,GHLTNR-8044042143,2020-07-30,Solicitud,Acceso/Login,214,31,2 - Normal,3 - Alta,0,5
4449,GHLTNR-8044043126,2020-07-31,Solicitud,Acceso/Login,392,21,2 - Normal,3 - Alta,0,5
4450,GHLTNR-8044055644,2020-08-12,Solicitud,Acceso/Login,1864,16,2 - Normal,3 - Alta,0,5
4451,GHLTNR-8044058452,2020-08-15,Solicitud,Acceso/Login,1465,44,2 - Normal,3 - Alta,0,5
4452,GHLTNR-8044064418,2020-08-21,Solicitud,Acceso/Login,1061,24,2 - Normal,3 - Alta,0,5
4453,GHLTNR-8044074621,2020-08-31,Solicitud,Acceso/Login,1232,26,2 - Normal,3 - Alta,0,5
4454,GHLTNR-8044076568,2020-09-02,Solicitud,Acceso/Login,1856,25,2 - Normal,3 - Alta,0,5
4455,GHLTNR-8044081274,2020-09-07,Solicitud,Acceso/Login,1417,32,2 - Normal,3 - Alta,0,5
4456,GHLTNR-8044098527,2020-09-24,Solicitud,Acceso/Login,572,5,2 - Normal,3 - Alta,0,5
4457,GHLTNR-8044124248,2020-10-20,Solicitud,Acceso/Login,1554,42,2 - Normal,3 - Alta,0,5
4458,GHLTNR-8044130180,2020-10-26,Solicitud,Acceso/Login,758,21,2 - Normal,3 - Alta,0,5
4459,GHLTNR-8044132594,2020-10-28,Solicitud,Acceso/Login,1969,25,2 - Normal,3 - Alta,0,5
4460,GHLTNR-8044135570,2020-10-31,Solicitud,Acceso/Login,1657,15,2 - Normal,3 - Alta,0,5
