,ID Ticket,Fecha,ID Empleado,ID Agente,Categoría,Tipo,Severidad,Prioridad,Días Resolución,Satisfacción
3963,GWLTNR-1142997468,2017-09-19,136,24,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,5
3964,GWLTNR-1143010839,2017-10-02,1793,38,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,5
3965,GWLTNR-1143030959,2017-10-22,1145,9,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,1
3966,GWLTNR-2042741595,2017-01-06,959,15,Acceso%&Login,Solicitud,4 - Crítico,1 - Baja,0,5
3967,GWLTNR-2042764227,2017-01-29,1012,2,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3968,GWLTNR-2042796842,2017-03-02,844,8,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3969,GWLTNR-2042807770,2017-03-13,1397,27,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3970,GWLTNR-2042884458,2017-05-29,1085,34,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3971,GWLTNR-2042896993,2017-06-10,1919,9,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,1
3972,GWLTNR-2042900696,2017-06-14,949,36,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3973,GWLTNR-2042907296,2017-06-21,1739,42,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3974,GWLTNR-2042933761,2017-07-17,1236,47,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3975,GWLTNR-2042955584,2017-08-08,1548,45,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,1
3976,GWLTNR-2042966545,2017-08-19,1414,35,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3977,GWLTNR-2042968122,2017-08-21,1032,21,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3978,GWLTNR-2043039809,2017-10-31,930,18,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3979,GWLTNR-2043064433,2017-11-25,913,34,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3980,GWLTNR-2142744032,2017-01-09,1943,30,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,5
3981,GWLTNR-2142880246,2017-05-25,1054,32,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,5
3982,GWLTNR-2143000338,2017-09-22,1063,33,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,1
3983,GWLTNR-2143024121,2017-10-16,1032,21,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,5
3984,GWLTNR-3042756790,2017-01-21,1029,17,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3985,GWLTNR-3042859522,2017-05-04,272,45,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3986,GWLTNR-3042955744,2017-08-08,1204,17,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3987,GWLTNR-3042979732,2017-09-01,1373,37,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3988,GWLTNR-3043013624,2017-10-05,1332,16,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3989,GWLTNR-3043048684,2017-11-09,1468,16,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,1
3990,GWLTNR-3043073340,2017-12-04,834,43,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3991,GWLTNR-3142927186,2017-07-11,1448,41,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,5
3992,GWLTNR-3142978986,2017-08-31,598,9,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,5
3993,GWLTNR-3242803310,2017-03-09,741,33,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,2,5
3994,GWLTNR-3243093906,2017-12-24,680,9,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,2,5
3995,GWLTNR-4042811844,2017-03-17,1124,8,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3996,GWLTNR-4042826500,2017-04-01,320,15,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3997,GWLTNR-4042865798,2017-05-10,1939,37,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3998,GWLTNR-4042891195,2017-06-05,649,41,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
3999,GWLTNR-4042933397,2017-07-17,1469,43,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4000,GWLTNR-4042937033,2017-07-21,613,20,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4001,GWLTNR-4042964459,2017-08-17,1655,24,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4002,GWLTNR-4042974040,2017-08-27,1904,40,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,1
4003,GWLTNR-4042977352,2017-08-30,1245,33,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,1
4004,GWLTNR-4043063243,2017-11-24,1044,12,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4005,GWLTNR-4142949276,2017-08-02,1037,12,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,5
4006,GWLTNR-4242901573,2017-06-15,1287,35,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,2,5
4007,GWLTNR-4242908451,2017-06-22,1415,44,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,2,5
4008,GWLTNR-5042768163,2017-02-02,1986,21,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,1
4009,GWLTNR-5042854583,2017-04-29,688,15,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4010,GWLTNR-5042899759,2017-06-13,1945,27,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4011,GWLTNR-5042902210,2017-06-16,1931,2,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4012,GWLTNR-5042915457,2017-06-29,1245,4,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4013,GWLTNR-5042930869,2017-07-14,386,8,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4014,GWLTNR-5042960891,2017-08-13,1949,48,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4015,GWLTNR-5042971799,2017-08-24,1189,47,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4016,GWLTNR-5043029690,2017-10-21,1759,36,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4017,GWLTNR-5043043433,2017-11-04,603,44,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4018,GWLTNR-5043068249,2017-11-29,1134,32,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4019,GWLTNR-5043095420,2017-12-26,1452,34,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4020,GWLTNR-5143056915,2017-11-17,1521,29,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,5
4021,GWLTNR-5143064511,2017-11-25,671,15,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,5
4022,GWLTNR-6042939527,2017-07-23,1262,45,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4023,GWLTNR-6042990925,2017-09-12,402,29,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4024,GWLTNR-6043005511,2017-09-27,811,45,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4025,GWLTNR-6043065957,2017-11-26,285,29,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4026,GWLTNR-6142874632,2017-05-19,1093,16,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,5
4027,GWLTNR-6142942370,2017-07-26,1607,33,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,5
4028,GWLTNR-6142983828,2017-09-05,62,38,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,5
4029,GWLTNR-6143066075,2017-11-27,827,20,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,5
4030,GWLTNR-6143090016,2017-12-21,1291,10,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,5
4031,GWLTNR-6242921809,2017-07-05,1190,18,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,2,5
4032,GWLTNR-7042744077,2017-01-09,437,40,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,1
4033,GWLTNR-7042749230,2017-01-14,353,2,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4034,GWLTNR-7042752458,2017-01-17,1415,44,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4035,GWLTNR-7042786537,2017-02-20,433,15,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4036,GWLTNR-7042856795,2017-05-01,409,17,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4037,GWLTNR-7042864436,2017-05-09,1573,24,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4038,GWLTNR-7042870528,2017-05-15,172,45,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4039,GWLTNR-7042889105,2017-06-03,1830,31,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4040,GWLTNR-7042903429,2017-06-17,1452,34,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4041,GWLTNR-7042921641,2017-07-05,1204,36,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4042,GWLTNR-7042999173,2017-09-21,427,31,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4043,GWLTNR-7043035013,2017-10-27,1881,40,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4044,GWLTNR-7043097064,2017-12-28,356,10,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4045,GWLTNR-7242947198,2017-07-31,279,41,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,2,5
4046,GWLTNR-7242999997,2017-09-21,819,49,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,2,5
4047,GWLTNR-8042761109,2017-01-26,1540,11,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4048,GWLTNR-8042765658,2017-01-30,1835,16,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4049,GWLTNR-8042768365,2017-02-02,66,23,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4050,GWLTNR-8042776474,2017-02-10,637,34,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4051,GWLTNR-8042822013,2017-03-28,1981,10,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4052,GWLTNR-8042822274,2017-03-28,1837,22,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4053,GWLTNR-8042835271,2017-04-10,427,12,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4054,GWLTNR-8042840547,2017-04-15,1574,45,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4055,GWLTNR-8042864713,2017-05-09,381,27,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4056,GWLTNR-8042881150,2017-05-26,1705,21,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,1
4057,GWLTNR-8042887210,2017-06-01,21,32,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4058,GWLTNR-8042893821,2017-06-07,1892,48,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4059,GWLTNR-8042899725,2017-06-13,402,47,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4060,GWLTNR-8042957033,2017-08-10,1833,10,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4061,GWLTNR-8042990174,2017-09-12,787,21,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4062,GWLTNR-8043019259,2017-10-11,555,2,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4063,GWLTNR-8043068742,2017-11-29,1434,47,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4064,GWLTNR-8142801149,2017-03-07,1424,11,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,5
4065,GWLTNR-8142926619,2017-07-10,1161,36,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,1
4066,GWLTNR-8142955043,2017-08-08,834,20,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,5
4067,GWLTNR-8143006430,2017-09-28,1793,14,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,1
4068,GWLTNR-8242823330,2017-03-29,1223,23,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,2,5
4069,GWLTNR-9042737576,2017-01-02,1537,35,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4070,GWLTNR-9042758834,2017-01-23,83,38,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4071,GWLTNR-9042775453,2017-02-09,45,34,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4072,GWLTNR-9042781748,2017-02-15,834,27,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4073,GWLTNR-9042796400,2017-03-02,550,34,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4074,GWLTNR-9042838512,2017-04-13,1881,35,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4075,GWLTNR-9042850719,2017-04-25,1721,27,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4076,GWLTNR-9042897176,2017-06-11,1647,31,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4077,GWLTNR-9042904460,2017-06-18,1656,24,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4078,GWLTNR-9042914901,2017-06-28,470,9,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,1
4079,GWLTNR-9042937441,2017-07-21,1264,14,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4080,GWLTNR-9042945538,2017-07-29,603,15,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4081,GWLTNR-9042996533,2017-09-18,433,15,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4082,GWLTNR-9043042289,2017-11-03,1568,42,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4083,GWLTNR-9143060213,2017-11-21,1591,22,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,5
4084,GWLTNR-9143095508,2017-12-26,70,35,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,1,5
4085,GWLTNR-9442918586,2017-07-02,578,35,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,4,5
4086,GWLTNT-2042865439,2017-05-10,1523,34,Acceso%&Login,Solicitud,2 - Normal,1 - Baja,0,5
4087,GWLTSR-0042787492,2017-02-21,1289,24,Sistema,Solicitud,2 - Normal,1 - Baja,10,5
4088,GWLTSR-0042855608,2017-04-30,420,16,Sistema,Solicitud,2 - Normal,1 - Baja,5,1
4089,GWLTSR-0043023431,2017-10-15,613,44,Sistema,Solicitud,2 - Normal,1 - Baja,11,5
4090,GWLTSR-0142827898,2017-04-02,1029,48,Sistema,Solicitud,2 - Normal,1 - Baja,11,5
4091,GWLTSR-0242768094,2017-02-02,1939,30,Sistema,Solicitud,2 - Normal,1 - Baja,7,5
4092,GWLTSR-0242853454,2017-04-28,1385,14,Sistema,Solicitud,2 - Normal,1 - Baja,8,5
4093,GWLTSR-0343067633,2017-11-28,83,16,Sistema,Solicitud,2 - Normal,1 - Baja,15,5
4094,GWLTSR-0542954496,2017-08-07,619,24,Sistema,Solicitud,2 - Normal,1 - Baja,15,5
4095,GWLTSR-0542957701,2017-08-10,1830,17,Sistema,Solicitud,2 - Normal,1 - Baja,5,5
4096,GWLTSR-0543006704,2017-09-28,70,17,Sistema,Solicitud,2 - Normal,1 - Baja,5,5
4097,GWLTSR-0543047148,2017-11-08,1484,21,Sistema,Solicitud,2 - Normal,1 - Baja,5,5
4098,GWLTSR-0543050699,2017-11-11,1029,36,Sistema,Solicitud,2 - Normal,1 - Baja,5,1
4099,GWLTSR-0642751094,2017-01-16,1059,10,Sistema,Solicitud,2 - Normal,1 - Baja,6,5
4100,GWLTSR-0642834113,2017-04-09,1521,31,Sistema,Solicitud,2 - Normal,1 - Baja,6,5
4101,GWLTSR-0743006905,2017-09-28,110,39,Sistema,Solicitud,2 - Normal,1 - Baja,6,5
4102,GWLTSR-0743008710,2017-09-30,1121,27,Sistema,Solicitud,2 - Normal,1 - Baja,7,5
4103,GWLTSR-0743009886,2017-10-01,738,8,Sistema,Solicitud,2 - Normal,1 - Baja,7,5
4104,GWLTSR-0842748498,2017-01-13,1079,4,Sistema,Solicitud,2 - Normal,1 - Baja,14,5
4105,GWLTSR-0842869307,2017-05-14,1050,33,Sistema,Solicitud,2 - Normal,1 - Baja,8,5
4106,GWLTSR-0843016626,2017-10-08,1042,16,Sistema,Solicitud,2 - Normal,1 - Baja,8,5
4107,GWLTSR-0942866525,2017-05-11,402,35,Sistema,Solicitud,2 - Normal,1 - Baja,11,5
4108,GWLTSR-1042832832,2017-04-07,1833,38,Sistema,Solicitud,2 - Normal,1 - Baja,10,5
4109,GWLTSR-1043035830,2017-10-27,1503,8,Sistema,Solicitud,2 - Normal,1 - Baja,10,5
4110,GWLTSR-1143020134,2017-10-12,1403,21,Sistema,Solicitud,2 - Normal,1 - Baja,11,5
4111,GWLTSR-1243006152,2017-09-28,65,11,Sistema,Solicitud,2 - Normal,1 - Baja,3,5
4112,GWLTSR-1342844023,2017-04-19,1532,10,Sistema,Solicitud,2 - Normal,1 - Baja,13,5
4113,GWLTSR-1342973788,2017-08-26,948,37,Sistema,Solicitud,2 - Normal,1 - Baja,13,5
4114,GWLTSR-1442760158,2017-01-25,865,41,Sistema,Solicitud,2 - Normal,1 - Baja,3,5
4115,GWLTSR-1542818320,2017-03-24,402,23,Sistema,Solicitud,2 - Normal,1 - Baja,15,5
4116,GWLTSR-1542823036,2017-03-29,1283,30,Sistema,Solicitud,2 - Normal,1 - Baja,15,5
4117,GWLTSR-1542894070,2017-06-08,1477,30,Sistema,Solicitud,2 - Normal,1 - Baja,0,5
4118,GWLTSR-1642774900,2017-02-08,1230,29,Sistema,Solicitud,2 - Normal,1 - Baja,16,5
4119,GWLTSR-1642872648,2017-05-17,254,16,Sistema,Solicitud,2 - Normal,1 - Baja,16,1
4120,GWLTSR-1642945184,2017-07-29,1908,21,Sistema,Solicitud,2 - Normal,1 - Baja,6,5
4121,GWLTSR-1642968226,2017-08-21,1892,42,Sistema,Solicitud,2 - Normal,1 - Baja,6,5
4122,GWLTSR-1643098656,2017-12-29,1815,26,Sistema,Solicitud,2 - Normal,1 - Baja,16,5
4123,GWLTSR-1742811566,2017-03-17,726,45,Sistema,Solicitud,2 - Normal,1 - Baja,7,5
4124,GWLTSR-1742836381,2017-04-11,628,43,Sistema,Solicitud,2 - Normal,1 - Baja,7,5
4125,GWLTSR-1743076173,2017-12-07,1977,21,Sistema,Solicitud,2 - Normal,1 - Baja,7,5
4126,GWLTSR-1842985717,2017-09-07,41,37,Sistema,Solicitud,2 - Normal,1 - Baja,14,5
4127,GWLTSR-1843038805,2017-10-30,270,8,Sistema,Solicitud,2 - Normal,1 - Baja,8,5
4128,GWLTSR-1942873584,2017-05-18,468,5,Sistema,Solicitud,2 - Normal,1 - Baja,9,5
4129,GWLTSR-1942886264,2017-05-31,646,2,Sistema,Solicitud,2 - Normal,1 - Baja,9,5
4130,GWLTSR-1943091887,2017-12-22,338,8,Sistema,Solicitud,2 - Normal,1 - Baja,9,5
4131,GWLTSR-2143045813,2017-11-06,1641,48,Sistema,Solicitud,2 - Normal,1 - Baja,14,5
4132,GWLTSR-2242759844,2017-01-24,1484,8,Sistema,Solicitud,2 - Normal,1 - Baja,12,5
4133,GWLTSR-2242866399,2017-05-11,1449,23,Sistema,Solicitud,2 - Normal,1 - Baja,12,5
4134,GWLTSR-2342869903,2017-05-14,110,9,Sistema,Solicitud,2 - Normal,1 - Baja,13,5
4135,GWLTSR-2342994596,2017-09-16,489,25,Sistema,Solicitud,2 - Normal,1 - Baja,3,5
4136,GWLTSR-2343026968,2017-10-18,1696,39,Sistema,Solicitud,2 - Normal,1 - Baja,13,5
4137,GWLTSR-2442805155,2017-03-11,655,1,Sistema,Solicitud,2 - Normal,1 - Baja,14,5
4138,GWLTSR-2442947815,2017-07-31,1341,18,Sistema,Solicitud,2 - Normal,1 - Baja,14,1
4139,GWLTSR-2442986005,2017-09-08,610,30,Sistema,Solicitud,2 - Normal,1 - Baja,14,5
4140,GWLTSR-2542771239,2017-02-05,1023,2,Sistema,Solicitud,2 - Normal,1 - Baja,5,5
4141,GWLTSR-2542825136,2017-03-31,1503,1,Sistema,Solicitud,2 - Normal,1 - Baja,15,5
4142,GWLTSR-2542859556,2017-05-04,185,15,Sistema,Solicitud,2 - Normal,1 - Baja,5,5
4143,GWLTSR-2542966159,2017-08-19,1985,31,Sistema,Solicitud,2 - Normal,1 - Baja,5,5
4144,GWLTSR-2543008688,2017-09-30,898,26,Sistema,Solicitud,2 - Normal,1 - Baja,15,5
4145,GWLTSR-2642746964,2017-01-11,1656,9,Sistema,Solicitud,2 - Normal,1 - Baja,16,5
4146,GWLTSR-2742868189,2017-05-13,328,21,Sistema,Solicitud,2 - Normal,1 - Baja,7,1
4147,GWLTSR-2743046521,2017-11-07,402,45,Sistema,Solicitud,2 - Normal,1 - Baja,7,5
4148,GWLTSR-2842800621,2017-03-06,1332,6,Sistema,Solicitud,2 - Normal,1 - Baja,11,5
4149,GWLTSR-2843028989,2017-10-20,578,29,Sistema,Solicitud,2 - Normal,1 - Baja,8,5
4150,GWLTSR-2843083527,2017-12-14,1042,15,Sistema,Solicitud,2 - Normal,1 - Baja,8,5
4151,GWLTSR-2942858013,2017-05-03,271,20,Sistema,Solicitud,2 - Normal,1 - Baja,9,1
4152,GWLTSR-2942947956,2017-07-31,225,19,Sistema,Solicitud,2 - Normal,1 - Baja,2,5
4153,GWLTSR-2943027103,2017-10-19,1200,31,Sistema,Solicitud,2 - Normal,1 - Baja,9,5
4154,GWLTSR-3042855181,2017-04-30,1128,11,Sistema,Solicitud,2 - Normal,1 - Baja,16,1
4155,GWLTSR-3042962755,2017-08-15,1205,37,Sistema,Solicitud,2 - Normal,1 - Baja,19,1
4156,GWLTSR-3042991327,2017-09-13,922,43,Sistema,Solicitud,2 - Normal,1 - Baja,10,5
4157,GWLTSR-3142757277,2017-01-22,1837,22,Sistema,Solicitud,2 - Normal,1 - Baja,1,1
4158,GWLTSR-3342736259,2017-01-01,1355,22,Sistema,Solicitud,2 - Normal,1 - Baja,13,5
4159,GWLTSR-3343023178,2017-10-15,1607,1,Sistema,Solicitud,2 - Normal,1 - Baja,13,5
4160,GWLTSR-3343025390,2017-10-17,1229,33,Sistema,Solicitud,2 - Normal,1 - Baja,2,5
4161,GWLTSR-3442920801,2017-07-04,1440,38,Sistema,Solicitud,2 - Normal,1 - Baja,14,5
4162,GWLTSR-3542856022,2017-05-01,282,30,Sistema,Solicitud,2 - Normal,1 - Baja,15,5
4163,GWLTSR-3542860431,2017-05-05,1583,24,Sistema,Solicitud,2 - Normal,1 - Baja,15,5
4164,GWLTSR-3542929336,2017-07-13,1143,33,Sistema,Solicitud,2 - Normal,1 - Baja,15,5
4165,GWLTSR-3543064771,2017-11-25,277,27,Sistema,Solicitud,2 - Normal,1 - Baja,5,5
4166,GWLTSR-3642759782,2017-01-24,1438,27,Sistema,Solicitud,2 - Normal,1 - Baja,6,5
4167,GWLTSR-3642794554,2017-02-28,95,45,Sistema,Solicitud,2 - Normal,1 - Baja,6,1
4168,GWLTSR-3642902078,2017-06-16,1207,30,Sistema,Solicitud,2 - Normal,1 - Baja,16,5
4169,GWLTSR-3643053776,2017-11-14,1527,47,Sistema,Solicitud,2 - Normal,1 - Baja,6,5
4170,GWLTSR-3842746163,2017-01-11,836,31,Sistema,Solicitud,2 - Normal,1 - Baja,8,5
4171,GWLTSR-3842978771,2017-08-31,427,17,Sistema,Solicitud,2 - Normal,1 - Baja,8,5
4172,GWLTSR-3942815614,2017-03-21,1551,16,Sistema,Solicitud,2 - Normal,1 - Baja,9,5
4173,GWLTSR-4043045383,2017-11-06,878,23,Sistema,Solicitud,2 - Normal,1 - Baja,10,5
4174,GWLTSR-4242792891,2017-02-26,1289,18,Sistema,Solicitud,2 - Normal,1 - Baja,12,5
4175,GWLTSR-4242946948,2017-07-30,394,29,Sistema,Solicitud,2 - Normal,1 - Baja,12,5
4176,GWLTSR-4342866022,2017-05-11,92,30,Sistema,Solicitud,2 - Normal,1 - Baja,1,5
4177,GWLTSR-4443014409,2017-10-06,150,44,Sistema,Solicitud,2 - Normal,1 - Baja,14,5
4178,GWLTSR-4542741713,2017-01-06,951,27,Sistema,Solicitud,2 - Normal,1 - Baja,5,5
4179,GWLTSR-4542763112,2017-01-28,1901,21,Sistema,Solicitud,2 - Normal,1 - Baja,5,1
4180,GWLTSR-4542776575,2017-02-10,1837,45,Sistema,Solicitud,2 - Normal,1 - Baja,5,5
4181,GWLTSR-4542918546,2017-07-02,1524,15,Sistema,Solicitud,2 - Normal,1 - Baja,5,5
4182,GWLTSR-4543001590,2017-09-23,1069,15,Sistema,Solicitud,2 - Normal,1 - Baja,5,5
4183,GWLTSR-4642872829,2017-05-17,1802,8,Sistema,Solicitud,2 - Normal,1 - Baja,6,5
4184,GWLTSR-4742752077,2017-01-17,547,10,Sistema,Solicitud,2 - Normal,1 - Baja,7,5
4185,GWLTSR-4742765608,2017-01-30,1060,36,Sistema,Solicitud,2 - Normal,1 - Baja,7,5
4186,GWLTSR-4742809166,2017-03-15,1696,31,Sistema,Solicitud,2 - Normal,1 - Baja,7,1
4187,GWLTSR-4742839442,2017-04-14,54,34,Sistema,Solicitud,2 - Normal,1 - Baja,7,5
4188,GWLTSR-4742928710,2017-07-12,101,17,Sistema,Solicitud,2 - Normal,1 - Baja,7,5
4189,GWLTSR-4742985634,2017-09-07,1023,16,Sistema,Solicitud,2 - Normal,1 - Baja,2,5
4190,GWLTSR-4743044153,2017-11-05,935,21,Sistema,Solicitud,2 - Normal,1 - Baja,7,5
4191,GWLTSR-4842943743,2017-07-27,1054,17,Sistema,Solicitud,2 - Normal,1 - Baja,8,5
4192,GWLTSR-4843100297,2017-12-31,1919,2,Sistema,Solicitud,2 - Normal,1 - Baja,8,5
4193,GWLTSR-4942761504,2017-01-26,1810,15,Sistema,Solicitud,2 - Normal,1 - Baja,9,5
4194,GWLTSR-4942839576,2017-04-14,667,15,Sistema,Solicitud,2 - Normal,1 - Baja,9,5
4195,GWLTSR-4942966572,2017-08-19,1527,45,Sistema,Solicitud,2 - Normal,1 - Baja,9,1
4196,GWLTSR-5042791450,2017-02-25,165,14,Sistema,Solicitud,2 - Normal,1 - Baja,11,5
4197,GWLTSR-5242895861,2017-06-09,26,8,Sistema,Solicitud,2 - Normal,1 - Baja,12,5
4198,GWLTSR-5342954491,2017-08-07,1919,14,Sistema,Solicitud,2 - Normal,1 - Baja,0,5
4199,GWLTSR-5442784037,2017-02-18,1213,10,Sistema,Solicitud,2 - Normal,1 - Baja,14,5
4200,GWLTSR-5542861202,2017-05-06,20,2,Sistema,Solicitud,2 - Normal,1 - Baja,5,5
4201,GWLTSR-5642802196,2017-03-08,1059,31,Sistema,Solicitud,2 - Normal,1 - Baja,6,5
4202,GWLTSR-5642903771,2017-06-17,1647,27,Sistema,Solicitud,2 - Normal,1 - Baja,6,5
4203,GWLTSR-5642989931,2017-09-11,1883,9,Sistema,Solicitud,2 - Normal,1 - Baja,16,5
